canonical_org_id,org_name,org_key,n_surveys,beneficiaries_reached_latest,beneficiaries_reached_delta,beneficiaries_reached_arrow,beneficiaries_reached_waves,business_perf_rating_latest,business_perf_rating_delta,business_perf_rating_arrow,business_perf_rating_waves,confidence_rating_latest,confidence_rating_delta,confidence_rating_arrow,confidence_rating_waves,customer_count_latest,customer_count_delta,customer_count_arrow,customer_count_waves,ebitda_latest,ebitda_delta,ebitda_arrow,ebitda_waves,fte_count_latest,fte_count_delta,fte_count_arrow,fte_count_waves,funding_total_latest,funding_total_delta,funding_total_arrow,funding_total_waves,jobs_created_latest,jobs_created_delta,jobs_created_arrow,jobs_created_waves,livelihoods_improved_latest,livelihoods_improved_delta,livelihoods_improved_arrow,livelihoods_improved_waves,monthly_revenue_latest,monthly_revenue_delta,monthly_revenue_arrow,monthly_revenue_waves,net_profit_latest,net_profit_delta,net_profit_arrow,net_profit_waves,nps_recommend_latest,nps_recommend_delta,nps_recommend_arrow,nps_recommend_waves,revenue_actuals_latest,revenue_actuals_delta,revenue_actuals_arrow,revenue_actuals_waves,wash_access_improved_latest,wash_access_improved_delta,wash_access_improved_arrow,wash_access_improved_waves,metrics_tracked,health_flag,ladder_stage,sdgs,iris_categories,last_wave,n_outliers,has_outlier,health_score,health_status,score_financial,score_social,score_reporting,score_imm,score_consistency,health_hygiene_engaged_latest,health_hygiene_engaged_delta,health_hygiene_engaged_arrow,health_hygiene_engaged_waves,health_hygiene_impact_latest,health_hygiene_impact_delta,health_hygiene_impact_arrow,health_hygiene_impact_waves,health_hygiene_informed_latest,health_hygiene_informed_delta,health_hygiene_informed_arrow,health_hygiene_informed_waves,health_hygiene_outcomes_latest,health_hygiene_outcomes_delta,health_hygiene_outcomes_arrow,health_hygiene_outcomes_waves,health_hygiene_societal_latest,health_hygiene_societal_delta,health_hygiene_societal_arrow,health_hygiene_societal_waves,runway_months_latest,runway_months_delta,runway_months_arrow,runway_months_waves,pct_women_reached_latest,pct_women_reached_delta,pct_women_reached_arrow,pct_women_reached_waves,monthly_expenses_latest,monthly_expenses_delta,monthly_expenses_arrow,monthly_expenses_waves,valuation_latest,valuation_delta,valuation_arrow,valuation_waves,cohorts,regions
org_042,HydroHarvest Collective,hydroharvestcollective,2,2000.0,,,1.0,7.0,3.0,up,2.0,3.0,,,1.0,500.0,,,1.0,,,,,2.0,,,1.0,0.0,,,1.0,,,,,,,,,4500.0,0.0,flat,2.0,,,,,,,,,,,,,,,,,13,Flat,Impact,"1,3,5,8",Diversity & Inclusion | Employment | Health,2026-05,0,False,59,yellow,55.0,47.0,100,80.0,50,1000.0,,,1.0,1500.0,,,1.0,4000.0,,,1.0,,,,,,,,,6.0,,,1.0,100.0,,,1.0,5000.0,3500.0,up,2.0,,,,,AP4,
org_064,Larkspur Health Network,larkspurhealthnetwork,1,4000000.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350000.0,,,1.0,,,,,,,,,,,,,,,,,4,Insufficient data,No maturity data,"1,3,5,8",Diversity & Inclusion | Health,2025-10,0,False,70,green,,94.0,40,,25,,,,,,,,,,,,,,,,,,,,,6.0,,,1.0,52.0,,,1.0,,,,,,,,,cross-cohort,
org_026,LifeSpring Innovations,lifespringinnovations,3,3350.0,,,1.0,9.0,,,1.0,,,,,1800.0,,,1.0,,,,,44.0,22.0,up,2.0,,,,,,,,,,,,,4686.41,2049.41,up,2.0,,,,,10.0,,,1.0,,,,,,,,,13,Improving,Societal Impact,"1,3,5,8",Diversity & Inclusion | Employment | Health,2025-10,0,False,83,green,100.0,50.0,100,100.0,75,681543.0,243543.0,up,2.0,438000.0,-243543.0,down,2.0,681543.0,243543.0,up,2.0,681543.0,243543.0,up,2.0,681543.0,243543.0,up,2.0,3.0,-1.0,down,2.0,40.0,,,1.0,,,,,,,,,"AP3,cross-cohort",
org_056,Meadowlight Ventures,meadowlightventures,1,52000.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000.0,,,1.0,,,,,,,,,,,,,,,,,4,Insufficient data,No maturity data,"1,3,5,8",Diversity & Inclusion | Health,2025-10,0,False,53,yellow,,67.0,40,,25,,,,,,,,,,,,,,,,,,,,,12.0,,,1.0,30.0,,,1.0,,,,,,,,,cross-cohort,
org_023,Musa Garba,musagarba,1,610.0,10.0,flat,2.0,5.0,,,1.0,5.0,,,1.0,0.0,0.0,flat,2.0,,,,,11.0,1.0,up,2.0,28000.0,6000.0,up,2.0,,,,,,,,,1000.0,,,1.0,,,,,,,,,,,,,,,,,7,Improving,No maturity data,"1,3,8",Employment | Health,2024-04,0,False,63,yellow,80.0,50.0,70,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AP2,
org_046,NewLeaf Impact Group,newleafimpactgroup,2,2000000.0,,,1.0,8.0,4.0,up,2.0,4.0,,,1.0,0.0,,,1.0,,,,,30.0,0.0,flat,2.0,,,,,,,,,,,,,59000.0,-112847.0,down,2.0,,,,,,,,,,,,,,,,,12,Declining,Impact,"1,3,5,8",Diversity & Inclusion | Employment | Health,2026-05,0,False,54,yellow,10.0,90.0,100,80.0,50,29.0,,,1.0,2000000.0,,,1.0,0.0,,,1.0,,,,,,,,,0.0,,,1.0,0.0,,,1.0,0.0,-100000.0,down,2.0,,,,,AP4,
org_019,Nkemdirim Obasi,nkemdirimobasi,1,1000.0,0.0,flat,2.0,4.0,,,1.0,5.0,,,1.0,0.0,0.0,flat,2.0,,,,,3.0,0.0,flat,2.0,8000.0,2700.0,up,2.0,,,,,,,,,441.6,,,1.0,,,,,,,,,,,,,,,,,7,Improving,No maturity data,"1,3,8",Employment | Health,2024-04,0,False,72,green,100.0,50.0,70,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AP2,
org_050,NovaCare Foundation,novacarefoundation,2,517000.0,,,1.0,7.0,3.0,up,2.0,4.0,,,1.0,254299.0,,,1.0,,,,,15.0,,,1.0,0.0,-2700000.0,down,2.0,,,,,,,,,29000.0,1375.0,flat,2.0,,,,,,,,,,,,,,,,,13,Flat,Impact,"1,3,5,8",Diversity & Inclusion | Employment | Health,2026-05,0,False,71,green,59.0,82.0,100,80.0,50,375.0,,,1.0,2800000.0,,,1.0,2800000.0,,,1.0,,,,,,,,,12.0,,,1.0,65.0,,,1.0,19966.0,2966.0,up,2.0,,,,,AP4,
org_014,NovaWell Technologies,novawelltechnologies,4,30000.0,11000.0,down,3.0,10.0,6.0,flat,3.0,10.0,5.0,up,2.0,64000.0,57500.0,up,5.0,,,,,25.0,16.0,up,5.0,250000.0,105000.0,down,5.0,,,,,,,,,25000.0,17000.0,up,3.0,,,,,10.0,,,1.0,,,,,,,,,13,Improving,Societal Impact,"1,3,8",Employment | Health,2025-05,0,False,96,green,100.0,86.0,100,100.0,100,800.0,-600.0,down,2.0,1400.0,600.0,up,2.0,11000.0,4000.0,up,2.0,1400.0,600.0,up,2.0,54000.0,19000.0,up,2.0,,,,,,,,,,,,,,,,,"AP1+AP2,AP2",
org_057,Novaterra Solutions,novaterrasolutions,1,110000.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60500.0,,,1.0,,,,,,,,,,,,,,,,,4,Insufficient data,No maturity data,"1,3,5,8",Diversity & Inclusion | Health,2025-10,0,False,56,yellow,,72.0,40,,25,,,,,,,,,,,,,,,,,,,,,3.0,,,1.0,66.0,,,1.0,,,,,,,,,cross-cohort,
org_062,Palmbrook Innovations,palmbrookinnovations,1,7893000.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147000.0,,,1.0,,,,,,,,,,,,,,,,,3,Insufficient data,No maturity data,"1,3,5,8",Diversity & Inclusion | Health,2025-10,0,False,70,green,,99.0,30,,25,,,,,,,,,,,,,,,,,,,,,,,,,67.0,,,1.0,,,,,,,,,cross-cohort,
org_003,PureCircle Innovations,purecircleinnovations,7,160000.0,157500.0,up,9.0,4.0,0.0,down,3.0,5.0,0.666666666666667,up,2.0,120.0,,,1.0,15036673.0,15036666.0,up,3.0,190.0,77.0,flat,6.0,1200000.0,1200000.0,up,4.0,47.0,-43.0,down,3.0,500.0,399.0,up,2.0,993.0,-499007.0,up,3.0,13413628.0,13413627.0,up,3.0,10.0,,,1.0,56612563.0,56612537.0,up,3.0,2500.0,0.0,flat,2.0,15,Flat,No maturity data,"1,3,5,6,8","Diversity & Inclusion | Employment | Financial Inclusion | Health | Water, Sanitation & Hygiene (WASH)",2025-10,0,False,57,yellow,10.0,90.0,100,,100,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.0,flat,2.0,,,,,,,,,"AP1,cross-cohort","SA,SA+BRA"
org_041,PureFlow Innovations,pureflowinnovations,2,50000.0,,,1.0,10.0,6.0,up,2.0,5.0,,,1.0,1500.0,,,1.0,,,,,32.0,,,1.0,28000.0,-472000.0,down,2.0,,,,,,,,,7000.0,1000.0,up,2.0,,,,,,,,,,,,,,,,,13,Improving,Impact,"1,3,5,8",Diversity & Inclusion | Employment | Health,2026-05,0,False,71,green,70.0,67.0,100,80.0,50,1500.0,,,1.0,200.0,,,1.0,65000.0,,,1.0,,,,,,,,,8.0,,,1.0,40.0,,,1.0,0.0,-6800.0,down,2.0,,,,,AP4,
org_033,PureSource Africa,puresourceafrica,2,10000.0,,,1.0,8.0,4.0,up,2.0,4.0,,,1.0,32780.0,,,1.0,,,,,5.0,-5.0,down,2.0,1000000.0,,,1.0,,,,,,,,,50000.0,8000.0,up,2.0,,,,,,,,,,,,,,,,,13,Improving,Impact,"1,3,5,8",Diversity & Inclusion | Employment | Health,2026-05,0,False,69,yellow,72.0,57.0,100,80.0,50,10000.0,,,1.0,10000.0,,,1.0,10000.0,,,1.0,,,,,,,,,1.0,,,1.0,100.0,,,1.0,36000.0,-4000.0,down,2.0,,,,,AP4,
org_020,Renata Alves,renataalves,1,1200.0,0.0,flat,2.0,4.0,,,1.0,5.0,,,1.0,60.0,0.0,flat,2.0,,,,,3.0,0.0,flat,2.0,3500000.0,1500000.0,up,2.0,,,,,,,,,500.0,,,1.0,,,,,,,,,,,,,,,,,7,Improving,No maturity data,"1,3,8",Employment | Health,2024-04,0,False,72,green,100.0,51.0,70,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AP2,
org_040,RiverLight Group,riverlightgroup,2,50000.0,,,1.0,7.0,4.0,up,2.0,3.0,,,1.0,4.0,,,1.0,,,,,14.0,-1.0,down,2.0,1500000.0,-2500000.0,down,2.0,,,,,,,,,166000.0,-4000.0,flat,2.0,,,,,,,,,,,,,,,,,13,Flat,Impact,"1,3,5,8",Diversity & Inclusion | Employment | Health,2026-05,1,True,64,yellow,53.0,67.0,100,80.0,50,103166.0,,,1.0,103166.0,,,1.0,150000000.0,,,1.0,,,,,,,,,18.0,,,1.0,95.0,,,1.0,104000.0,4000.0,flat,2.0,,,,,AP4,
org_037,RiverStone Initiative,riverstoneinitiative,2,87500.0,,,1.0,8.0,5.0,up,2.0,4.0,,,1.0,9000.0,,,1.0,,,,,30.0,,,1.0,1.0,-149999.0,down,2.0,,,,,,,,,13274.0,4017.51,up,2.0,,,,,,,,,,,,,,,,,13,Improving,Impact,"1,3,5,8",Diversity & Inclusion | Employment | Health,2026-05,0,False,82,green,94.0,71.0,100,80.0,50,8000.0,,,1.0,87935.0,,,1.0,2000.0,,,1.0,,,,,,,,,8.0,,,1.0,65.0,,,1.0,19086.22,-491.77999999999884,flat,2.0,,,,,AP4,
org_036,RootedGood Enterprises,rootedgoodenterprises,2,500000.0,,,1.0,7.0,3.0,up,2.0,4.0,,,1.0,51500.0,,,1.0,,,,,104.0,,,1.0,0.0,-1000000.0,down,2.0,,,,,,,,,78870.0,5015.0,up,2.0,,,,,,,,,,,,,,,,,14,Improving,Impact,"1,3,5,8",Diversity & Inclusion | Employment | Health,2026-05,0,False,72,green,61.0,81.0,100,80.0,50,568.0,,,1.0,568.0,,,1.0,50000.0,,,1.0,,,,,,,,,15.0,,,1.0,35.0,,,1.0,44.9,-35748.1,down,2.0,9000000.0,,,1.0,AP4,
org_049,SafeHands Health Network,safehandshealthnetwork,1,1000000.0,,,1.0,4.0,,,1.0,4.0,,,1.0,,,,,,,,,,,,,3000000.0,,,1.0,,,,,,,,,12000.0,,,1.0,,,,,,,,,,,,,,,,,8,Insufficient data,No maturity data,"1,3,5,8",Diversity & Inclusion | Health,2025-2026,0,False,72,green,,86.0,80,,25,,,,,,,,,,,,,,,,,,,,,6.0,,,1.0,55.0,,,1.0,10000.0,,,1.0,,,,,AP4,
org_044,SafePath Technologies,safepathtechnologies,2,14000.0,,,1.0,8.0,4.0,up,2.0,4.0,,,1.0,45000.0,,,1.0,,,,,6.0,,,1.0,0.0,-1500000.0,down,2.0,,,,,,,,,20000.0,-5000.0,down,2.0,,,,,,,,,,,,,,,,,14,Declining,Impact,"1,3,5,8",Diversity & Inclusion | Employment | Health,2026-05,0,False,56,yellow,37.0,59.0,100,80.0,50,2000.0,,,1.0,1000.0,,,1.0,20000.0,,,1.0,,,,,,,,,12.0,,,1.0,95.0,,,1.0,15000.0,7500.0,up,2.0,5000000.0,,,1.0,AP4,
org_017,SafeStream Technologies,safestreamtechnologies,3,750.0,-1250.0,down,2.0,10.0,0.0,flat,2.0,10.0,,,1.0,8000.0,8000.0,up,2.0,,,,,12.0,6.0,up,3.0,50000.0,40000.0,up,3.0,,,,,,,,,1750.0,-50.0,flat,2.0,,,,,10.0,,,1.0,,,,,,,,,13,Declining,Societal Impact,"1,3,8",Employment | Health,2025-05,0,False,55,yellow,52.0,22.0,100,100.0,75,150.0,-50.0,down,2.0,1620.0,820.0,up,2.0,2000.0,400.0,up,2.0,900.0,-200.0,down,2.0,1620.0,820.0,up,2.0,,,,,,,,,,,,,,,,,"AP1+AP2,AP2",
org_059,Solace Health Group,solacehealthgroup,1,300000.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13000.0,,,1.0,,,,,,,,,,,,,,,,,4,Insufficient data,No maturity data,"1,3,5,8",Diversity & Inclusion | Health,2025-10,0,False,60,yellow,,78.0,40,,25,,,,,,,,,,,,,,,,,,,,,14.0,,,1.0,50.0,,,1.0,,,,,,,,,cross-cohort,
org_038,SolarBridge Technologies,solarbridgetechnologies,2,80000.0,,,1.0,9.0,8.0,up,2.0,4.0,,,1.0,200.0,,,1.0,,,,,700.0,-157.0,down,2.0,0.0,-6000000.0,down,2.0,,,,,,,,,564041.0,-115306.75,down,2.0,,,,,,,,,,,,,,,,,14,Declining,No maturity data,"1,3,5,8",Diversity & Inclusion | Employment | Health,2026-05,1,True,58,yellow,40.0,70.0,100,,50,0.0,,,1.0,0.0,,,1.0,0.0,,,1.0,,,,,,,,,0.0,,,1.0,50.0,,,1.0,350000.0,-119110.0,down,2.0,56684221.0,,,1.0,AP4,
org_043,SunRise Impact Group,sunriseimpactgroup,2,725000.0,,,1.0,6.0,3.0,up,2.0,3.0,,,1.0,45.0,,,1.0,,,,,130.0,44.0,up,2.0,1900335.0,,,1.0,,,,,,,,,158000.0,-222067.0,down,2.0,,,,,,,,,,,,,,,,,13,Declining,Impact,"1,3,5,8",Diversity & Inclusion | Employment | Health,2026-05,0,False,52,yellow,10.0,84.0,100,80.0,50,750000.0,,,1.0,850000.0,,,1.0,200000.0,,,1.0,,,,,,,,,3.0,,,1.0,70.0,,,1.0,367966.83,227966.83000000002,up,2.0,,,,,AP4,
org_027,SunWell Africa,sunwellafrica,3,1200.0,,,1.0,9.5,,,1.0,,,,,45.0,,,1.0,,,,,102.5,99.5,up,2.0,1700.0,,,1.0,,,,,,,,,100.0,-50.0,down,2.0,,,,,10.0,,,1.0,,,,,,,,,14,Flat,Societal Impact,"1,3,5,8",Diversity & Inclusion | Employment | Health,2025-10,0,False,51,yellow,25.0,44.0,100,100.0,75,0.0,,,1.0,150.0,-50.0,down,2.0,500000.0,400000.0,up,2.0,0.0,,,1.0,200.0,50.0,up,2.0,6.0,-2.0,down,2.0,90.0,,,1.0,,,,,,,,,"AP3,cross-cohort",
org_048,TerraLift Solutions,terraliftsolutions,2,10000000.0,,,1.0,8.0,4.0,up,2.0,5.0,,,1.0,11400000.0,,,1.0,,,,,118.0,,,1.0,5000000.0,,,1.0,,,,,,,,,100000.0,0.0,flat,2.0,,,,,,,,,,,,,,,,,14,Flat,Impact,"1,3,5,8",Diversity & Inclusion | Employment | Health,2026-05,0,False,75,green,55.0,100.0,100,80.0,50,5226364.0,,,1.0,5226364.0,,,1.0,13202753.0,,,1.0,,,,,,,,,9.0,,,1.0,40.0,,,1.0,127000.0,65000.0,up,2.0,28000000.0,,,1.0,AP4,
org_053,TerraNova Water Group,terranovawatergroup,2,2000000.0,,,1.0,3.0,,,1.0,,,,,10452.0,,,1.0,,,,,1.0,,,1.0,200970.0,,,1.0,,,,,,,,,65000.0,58900.0,up,2.0,,,,,8.0,,,1.0,,,,,,,,,14,Improving,Inform,"1,3,5,8",Diversity & Inclusion | Employment | Health,2025-10,0,False,84,green,100.0,90.0,100,20.0,50,0.0,,,1.0,0.0,,,1.0,3950.0,,,1.0,0.0,,,1.0,0.0,,,1.0,10.0,-5.0,down,2.0,52.0,,,1.0,,,,,,,,,cross-cohort,
org_005,ThriveWater Group,thrivewatergroup,6,435.0,-19565.0,up,7.0,8.0,3.0,up,4.0,5.0,0.0,flat,2.0,602.0,598.0,up,2.0,1451900.0,801900.0,up,3.0,11.0,4.0,up,7.0,1000000.0,915000.0,down,5.0,4.0,-0.5,flat,3.0,16000.0,4000.0,up,2.0,65816.5,57316.5,up,2.0,4100.0,-95900.0,down,3.0,10.0,0.6666666666666661,up,2.0,1456000.0,706000.0,up,3.0,16000.0,4000.0,up,2.0,20,Flat,Inform,"1,3,6,8","Employment | Financial Inclusion | Health | Water, Sanitation & Hygiene (WASH)",2025-04,0,False,68,yellow,100.0,21.0,100,20.0,100,0.0,,,1.0,0.0,0.0,flat,2.0,2500.0,1530.0,up,2.0,0.0,,,1.0,0.0,,,1.0,6.0,,,1.0,,,,,,,,,,,,,"AP1,AP1+AP2","SA,SA+BRA"
org_028,TrueNorth Impact,truenorthimpact,3,51265.0,,,1.0,10.0,,,1.0,,,,,10000.0,,,1.0,,,,,20.0,9.0,up,2.0,559400.0,,,1.0,,,,,,,,,57501.0,33692.0,up,2.0,,,,,8.0,,,1.0,,,,,,,,,13,Improving,Societal Impact,"1,3,8",Employment | Health,2025-10,0,False,88,green,100.0,67.0,100,100.0,75,1191.0,,,1.0,10000.0,,,1.0,58697.0,13172.0,up,2.0,59888.0,13271.0,up,2.0,10000.0,,,1.0,0.4,-0.4,down,2.0,,,,,,,,,,,,,"AP3,cross-cohort",
org_022,Uche Eze,ucheeze,1,5750.0,750.0,up,2.0,5.0,,,1.0,5.0,,,1.0,34.0,11.0,up,2.0,,,,,7.0,-2.0,down,2.0,0.0,0.0,flat,2.0,,,,,,,,,3000.0,,,1.0,,,,,,,,,,,,,,,,,7,Improving,No maturity data,"1,3,8",Employment | Health,2024-04,0,False,57,yellow,,63.0,70,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AP2,
org_061,Vireo Health Systems,vireohealthsystems,1,600000.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7466.51,,,1.0,,,,,,,,,,,,,,,,,4,Insufficient data,No maturity data,"1,3,5,8",Diversity & Inclusion | Health,2025-10,0,False,63,yellow,,83.0,40,,25,,,,,,,,,,,,,,,,,,,,,4.0,,,1.0,65.0,,,1.0,,,,,,,,,cross-cohort,
org_012,VitalBridge Group,vitalbridgegroup,4,120.0,-37380.0,down,4.0,3.0,,,1.0,,,,,20.0,15.0,up,3.0,,,,,10.0,9.0,up,3.0,0.0,-600000.0,down,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Declining,No maturity data,"1,3,5,8",Diversity & Inclusion | Employment | Health,2025-05,0,False,28,red,10.0,18.0,60,,100,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,1.0,,,,,,,,,AP1,"BRA,SA+BRA"
org_055,VitalGround Africa,vitalgroundafrica,1,,,,,6.5,,,1.0,,,,,78.0,,,1.0,,,,,6.0,,,1.0,1100000.0,,,1.0,,,,,,,,,0.0,,,1.0,,,,,10.0,,,1.0,,,,,,,,,12,Improving,Impact,"3,8",Employment | Health,2025-04,0,False,80,green,,91.0,100,80.0,25,488.0,488.0,up,2.0,2377.0,2377.0,up,2.0,240000.0,239543.0,up,2.0,0.0,0.0,flat,2.0,0.0,0.0,flat,2.0,2.0,,,1.0,,,,,,,,,,,,,,
org_010,VitalWave Systems,vitalwavesystems,4,2.0,-949998.0,down,4.0,8.0,,,1.0,,,,,5.0,1.0,flat,3.0,,,,,4.0,0.0,flat,3.0,0.0,0.0,down,4.0,,,,,,,,,200000.0,,,1.0,,,,,,,,,,,,,,,,,7,Declining,No maturity data,"1,3,8",Employment | Health,2025-10,0,False,39,red,,8.0,70,,100,,,,,,,,,,,,,,,,,,,,,3.0,,,1.0,,,,,,,,,,,,,"AP1,cross-cohort","BRA,SA+BRA"
org_052,WellFound Enterprises,wellfoundenterprises,1,,,,,10.0,,,1.0,,,,,0.0,,,1.0,,,,,13.0,,,1.0,0.0,,,1.0,,,,,,,,,0.0,,,1.0,,,,,10.0,,,1.0,,,,,,,,,12,Insufficient data,Impact,"3,8",Employment | Health,2025-04,0,False,34,red,,0.0,100,80.0,25,6700.0,,,1.0,7600.0,,,1.0,0.0,,,1.0,7600.0,,,1.0,0.0,,,1.0,12.0,,,1.0,,,,,,,,,,,,,,
org_013,WellSpring Technologies,wellspringtechnologies,4,25000.0,21500.0,up,2.0,9.0,1.0,up,2.0,8.0,,,1.0,50.0,-150.0,down,3.0,,,,,5.0,-1.0,down,2.0,19500.0,16500.0,up,2.0,,,,,,,,,600.0,-275.0,down,2.0,,,,,10.0,,,1.0,,,,,,,,,14,Flat,Societal Impact,"1,3,8",Employment | Health,2025-10,0,False,66,yellow,27.0,85.0,100,100.0,100,6450.0,-8550.0,down,2.0,15000.0,9400.0,up,2.0,15000.0,7500.0,up,2.0,15000.0,9400.0,up,2.0,15000.0,11500.0,up,2.0,8.0,,,1.0,,,,,,,,,,,,,"AP1+AP2,AP2,cross-cohort",
org_065,Windmere Technologies,windmeretechnologies,1,7000.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000.0,,,1.0,,,,,,,,,,,,,,,,,4,Insufficient data,No maturity data,"1,3,5,8",Diversity & Inclusion | Health,2025-10,0,False,46,yellow,,55.0,40,,25,,,,,,,,,,,,,,,,,,,,,6.0,,,1.0,55.0,,,1.0,,,,,,,,,cross-cohort,
